date,name,symbol,price_usd,percent_change_24h,market_cap_usd
2025-05-30,Bitcoin,BTC,105652.85536121181,-2.46037456,2099541465702.1533
2025-05-30,Ethereum,ETH,2594.760113355675,-3.44303545,313250944507.58997
2025-05-30,Tether USDt,USDT,1.000150056959495,-0.00704074,153106632839.49072
2025-05-30,XRP,XRP,2.1884615482747387,-4.93953446,128432070380.31293
2025-05-30,BNB,BNB,670.9162834355659,-2.01704984,94523880371.74298
2025-05-30,Solana,SOL,161.98077309151108,-5.74252687,84334578894.32367
2025-05-30,USDC,USDC,0.9997963192501368,0.00727687,61058763612.183975
2025-05-30,Dogecoin,DOGE,0.20361474911087069,-8.87953542,30435886044.461452
2025-05-30,TRON,TRX,0.27233826090870533,-1.99245128,25836033695.50191
2025-05-30,Cardano,ADA,0.7040671530343594,-6.09587955,24880144237.638424
2025-05-30,Sui,SUI,3.445384494369742,-5.8414394,11501820144.648432
2025-05-30,Hyperliquid,HYPE,32.86302408845173,-1.23336534,10973889823.152845
2025-05-30,Chainlink,LINK,14.440708819973304,-7.74653496,9488989338.921755
2025-05-30,Avalanche,AVAX,21.67670727607594,-6.64650826,9130112820.274466
2025-05-30,UNUS SED LEO,LEO,9.211403234009737,1.99086974,8505247204.967949
2025-05-30,Stellar,XLM,0.27281004759911637,-4.86073271,8496733307.207389
2025-05-30,Toncoin,TON,3.304853976092414,-2.09793931,8234837627.418989
2025-05-30,Bitcoin Cash,BCH,409.4715141028208,-1.40493295,8138945003.564501
2025-05-30,Shiba Inu,SHIB,1.3295088689602854e-05,-7.25401199,7834127539.647402
2025-05-30,Hedera,HBAR,0.1752418425624596,-5.26872529,7402173454.015732
2025-05-30,Litecoin,LTC,89.90842331928808,-7.04449224,6825018271.526012
2025-05-30,Polkadot,DOT,4.176923012007511,-8.12508755,6609526927.306468
2025-05-30,Monero,XMR,329.7811077504081,-3.92088596,6083387695.016212
2025-05-30,Bitget Token,BGB,4.944913342956745,-6.07247226,5785514437.952262
2025-05-30,Pepe,PEPE,1.2912226989675612e-05,-8.83796361,5432043476.59041
