date,name,symbol,price_usd,percent_change_24h,market_cap_usd
2025-05-27,Bitcoin,BTC,109013.35269772477,-0.54147384,2166142956938.92
2025-05-27,Ethereum,ETH,2563.297814975918,-0.07331786,309456045705.86633
2025-05-27,Tether USDt,USDT,1.000271102708456,-0.01016993,152796732881.4172
2025-05-27,XRP,XRP,2.3006275275632686,-2.06794402,135014643858.7539
2025-05-27,BNB,BNB,674.6841702520363,0.09291981,95054912075.14784
2025-05-27,Solana,SOL,173.73364139697583,-1.92729182,90411777402.86108
2025-05-27,USDC,USDC,0.9998146471817143,-0.00811399,61523031410.28963
2025-05-27,Dogecoin,DOGE,0.2244706542165145,-1.52775836,33543145127.967525
2025-05-27,Cardano,ADA,0.7571495997899923,-0.62362361,26753513502.959522
2025-05-27,TRON,TRX,0.27545801240502377,0.97935942,26134316488.732437
2025-05-27,Hyperliquid,HYPE,37.84633584302222,-1.66110855,12637958047.729176
2025-05-27,Sui,SUI,3.458991113503558,-4.53400675,11547243488.925283
2025-05-27,Chainlink,LINK,15.572689823061669,-0.37148825,10232814022.604235
2025-05-27,Avalanche,AVAX,23.594757729907702,0.63081963,9936479853.891256
2025-05-27,Stellar,XLM,0.2855471039169945,-0.62951778,8885030927.133476
2025-05-27,Shiba Inu,SHIB,1.438690423217913e-05,-1.53326138,8477479563.090531
2025-05-27,Bitcoin Cash,BCH,415.92918731292156,-2.09684971,8266664085.673386
2025-05-27,UNUS SED LEO,LEO,8.753742905813489,-1.55142168,8082891142.391878
2025-05-27,Hedera,HBAR,0.1849080110839414,-2.28908286,7810470096.994815
2025-05-27,Toncoin,TON,2.9756460720659677,-0.09167194,7413662679.673132
2025-05-27,Monero,XMR,394.96654607621474,-3.28741456,7285846793.144945
2025-05-27,Litecoin,LTC,94.63731936288114,-1.76289136,7182825448.024832
2025-05-27,Polkadot,DOT,4.456392874656649,-2.27297985,7046939191.881564
2025-05-27,Bitget Token,BGB,5.271530603728474,-2.78065567,6167654375.868618
2025-05-27,Pepe,PEPE,1.3758142775245978e-05,-2.07372289,5787911703.537355
